part_number,quantity,guide_price
EN2495-7A5M,1,29.631
84402-007,1,29.631
MBBN3331AJ08,1,16.9915
55110-6,2,10.1745
PRN3-1-2,2,10.1745
MBBN3331AJ20,1,42.602
FSUMJ-2001PD,1,42.602
MBBN3331AJ22,1,19.057
FSUMJ-2201PD,1,19.057
EN3155-016M1616,100,0.884
DHS713-181-03,100,0.884
DHS713-181.03,100,0.884
937910EA1600,100,0.884
NSA937910EA1600,100,0.884
EN3155016M1616,100,0.884
00-1104-300-02,100,0.884
EN2997S61005B6,1,82.2715
8533-3KS1005S6L,1,82.2715
9836S1005S6L,1,82.2715
EN2997S61006AN,1,98.4045
NSA936507TG1005,10,5.066
DHS711-717-50,10,5.066
133019-2,10,5.066
E0080-01-12C,1,54.553
6150RDS12,1,54.553
E0080-01-14C,1,21.913
6150RDS14,1,21.913
8522-30-14B,1,21.913
EN2997S01212B6,1,83.266
GAG-024,1,83.266
E0080-01-24C,1,27.8715
6150RDS24,1,27.8715
8522-30-24B,1,27.8715
EN2997S02255BN,1,113.39
EN2997S61212AN,1,121.7285
MBBN3131N0515,1,6.63
DIN65270-12D,1,17.2805
022357-500-20,1,115.991
2235750020,1,115.991
NSA937901M22-02,1,33.6685
DHS713-111.20,1,33.6685
937901M2202,1,33.6685
NSA937901M2202,1,33.6685
111510202,1,33.6685
208-1B02,1,33.6685
001115 102 02,1,33.6685
00115 102 02,1,33.6685
NSA937901M22-04,1,40.987
937901M2204,1,40.987
NSA937901M2204,1,40.987
111510402,1,40.987
NSA937901M22-06,5,10.693
NSA937901M2206,5,10.693
8559E2206B,5,10.693
E0617B11N,1,72.59
E0617B13N,1,67.2435
M85049/38-13N,1,67.2435
M85049-38S13N,1,67.2435
E0617B15N,1,83.895
GS85049/38S15M,1,83.895
M85049/38-15N,1,83.895
EN2009A50E,1,28.5685
500,1,28.5685
EN3155-018M2020,20,0.8415
M39029-4-20-20,20,0.8415
M39029/4-110,20,0.8415
8526-1348,20,0.8415
EN3155018M2020,20,0.8415
EN3155-018M1618,20,1.122
EN3155018M1618,20,1.122
NSA938151PA1602,20,1.122
EN3155-018M1616,10,1.4195
6490B0016,10,1.4195
EN3155018M1616,10,1.4195
NSA938151PA1600,10,1.4195
M39029/4-111,10,1.4195
EN3155-008M2020,10,0.714
EN3155008M2020,10,0.714
M39029/58-363,10,0.714
E0547FZ2000,10,0.714
EN3155-008M1616,100,0.9095
M39029/58-364,100,0.9095
EN3155008M1616,100,0.9095
E0547FZ1600,100,0.9095
EN3155-008M1212,100,1.2835
EN3155008M1212,100,1.2835
M39029/58-365,100,1.2835
E0547FZ1200,100,1.2835
VG95343T18B001A,1,6.6555
202K121-25-225,1,6.6555
202K121-25/225,1,6.6555
202K121-25/225-0,1,6.6555
MBBN3348E,1,39.627
R143156,1,39.627
VG95343T18B002A,1,13.26
VG95343T18B003A,10,8.415
202K132-25-225,10,8.415
202K132-25/225,10,8.415
VG95343T18B004A,1,10.081
202K142-25-225,1,10.081
202K142-25/225,1,10.081
VG95343T18B005A,2,12.7075
202K153-25/225,2,12.7075
E0160-1-2H,1,2.516
MBBN3331AJ18,1,18.2155
FSUMJ-1801PD,1,18.2155
MBBN3331AJ24,1,20.196
EN3155-016M2222,100,0.7395
DHS713-181.05,100,0.7395
937910EA2200,100,0.7395
NSA937910EA2200,100,0.7395
EN3155016M2222,100,0.7395
EN3155-008M2222,20,0.714
M39029/58-360,20,0.714
EN3155008M2222,20,0.714
ASN-A3102-8762,20,0.714
E0547FZ2200,20,0.714
VG95343T18D002A,1,9.452
222K132-25-225,1,9.452
222K132-25/225,1,9.452
222K132-25/225-0,1,9.452
VG95343T18D003A,1,9.1375
222K142-25-225,1,9.1375
222K142-25/225,1,9.1375
EN2997S61212A6,1,70.2695
EN2997S61212BN,1,115.396
8533-3KS1212SNL,1,115.396
NSA936501TA1403,10,2.0995
936501-TA1403,10,2.0995
936501TA1403,10,2.0995
153112,10,2.0995
E0617B19N,2,40.613
M85049/38-19N,2,40.613
E0737B0816,100,0.6715
DHS711-893-20,100,0.6715
DHS711-893.20,100,0.6715
TC-CAPS-4001-9-CS-,100,0.6715
EN3716-003M2,1,10.285
DHS271-112.13,1,10.285
EN3716003M2,1,10.285
DK3716E202TP,1,10.285
DK621-1412P,1,10.285
EN3716-004F2,1,10.3785
EN3716004F2,1,10.3785
DK-3716-F201-TS,1,10.3785
EN3716-004M2,1,89.6665
EN3716004M2,1,89.6665
139515-000,1,89.6665
EN3716-003F2,1,97.138
EN3716003F2,1,97.138
EN3155-003F2222,10,0.714
EN3155003F2222,10,0.714
M39029-57-354,10,0.714
M39029/57-354,10,0.714
001704-100-02,10,0.714
NSA937901S1,5,3.4425
001102-002-60,5,3.4425
1102-1,5,3.4425
E0605DFC,1,115.175
133292-1,1,115.175
MS29513-016,1,3.2215
MS29513-16,1,3.2215
ASNA0341T0504,1,10.0385
CR7770S-05-04W,1,10.0385
ASNA0341T05-04,1,10.0385
ASNA0341T504,1,10.0385
ASNA0341T0505,1,10.438
CR7770S-05-05W,1,10.438
ASNA0341T05-05,1,10.438
AS3209-010,20,2.6435
M83248/1-010,20,2.6435
EN3545-007SCD,1,4.964
EN3545SCD,1,4.964
E0393D01,1,4.964
EN2495-01AM,1,36.6265
84402-001,1,36.6265
AS3209-145,1,5.627
MS9388-145,1,5.627
M83248/1-145,1,5.627
EN3545E01MX,1,56.831
EN3545E01MXA00C,1,56.831
EN3545E01MXB00C,1,56.831
EN3545E01FX,1,32.572
EN3545E01FXA00C,1,32.572
EN3545E01FXB00C,1,32.572
001925-210-00,1,32.572
EN3545E03FX,1,70.669
EN3545E03FXA00C,1,70.669
EN3545E03MX,1,33.881
EN3545E03MXA00C,1,33.881
EN3545E03MXB00C,1,33.881
EN3155-014M2018,20,2.873
EN3155014M2018,20,2.873
8665-164,20,2.873
E0395FV2001,20,2.873
