part_number,quantity,guide_price,,,,,
L21217-32-12TB,100,1.1645,,,,,
21217DC4012J,100,0.2805,,,,,
L21217-40-12DCJ,100,0.2805,,,,,
21215TB4825,10,7.2845,,,,,
21215TB4820,10,3.468,,,,,
L21215-48-20TB,10,3.468,,,,,
3PA103,100,1.904,,,,,
21215TB4022,10,4.8195,,,,,
L21215-40-22TB,10,4.8195,,,,,
21215DC4013J,100,0.3315,,,,,
L21215-40-13DCJ,100,0.3315,,,,,
21215DC4009J,100,0.204,,,,,
L21215-40-9DCJ,100,0.204,,,,,
21215DC4008J,100,0.1785,,,,,
L21215-40-8DCJ,100,0.1785,,,,,
182658-1,5,7.1485,,,,,
17586S602,1,81.0475,,,,,
17586,1,81.0475,,,,,
1-644752-0,10,3.6465,,,,,
1-640445-0,10,3.6465,,,,,
100FU01-040,1,291.278,,,,,
100FU01020,1,367.914,,,,,
100FU010-20,1,367.914,,,,,
130849-1,1,101.983,,,,,
21215DC4811J,100,0.3825,,,,,
22201TK080009X,2,13.0475,,,,,
22201TK080-009X,2,13.0475,,,,,
A20621760,10,2.397,,,,,
05-56-130-000,10,2.397,,,,,
556130000,10,2.397,,,,,
U92AU,1,145.3755,,,,,
1-163037-0,10,1.394,,,,,
21215DC3225J,100,0.408,,,,,
L21215-32-25DCJ,100,0.408,,,,,
21215TB3222,20,2.7795,,,,,
21217TB3220,20,2.2355,,,,,
21217TB3200,20,2.2355,,,,,
22251TK040014X,10,6.171,,,,,
83-450-501,1,192.4825,,,,,
MIL-S8805-3-3A,1,192.4825,,,,,
DHS737-112.07,1,22.5505,,,,,
DHS737-112-07,1,22.5505,,,,,
P723856,1,139.6295,,,,,
NSA936501TA2008,10,2.567,,,,,
936501-TA2008,10,2.567,,,,,
152661,10,2.567,,,,,
EN4113S04NH,5,3.349,,,,,
21S04,5,3.349,,,,,
A0021-21S04,5,3.349,,,,,
EN4113S09NH,10,3.995,,,,,
A0021-21S09,10,3.995,,,,,
DHS775-220.045,1,57.732,,,,,
DHS775-220-045,1,57.732,,,,,
DHS775-240.10,1,197.1065,,,,,
DHS775-240-10,1,197.1065,,,,,
DHS756-132B1025,5,7.48,,,,,
DHS756-132.128,5,7.48,,,,,
ENINT10-25,5,7.48,,,,,
993503-056,1,7.361,,,,,
NAS1919B04S03U,1,0.357,,,,,
6492A0020-18,1,3.4935,,,,,
DHS751-160.64,10,21.6495,,,,,
DHS751-160-64,10,21.6495,,,,,
I22-27T,2,15.385,,,,,
JETI22-27T,2,15.385,,,,,
DHS751-160.60,10,3.196,,,,,
DHS751-160-60,10,3.196,,,,,
EN4165A20-221BB,1,23.783,,,,,
SIMM2022SB,1,23.783,,,,,
DMC-M20-22BB,1,23.783,,,,,
DMC-M20-22SB090,1,23.783,,,,,
EN4165A20-221CB,1,12.0105,,,,,
DMC-M20-22BC,1,12.0105,,,,,
DMC-M20-22SC090,1,12.0105,,,,,
DMCM20-22BC,1,12.0105,,,,,
EN4165A20-221DB,1,30.09,,,,,
MBBN3330U2022SD,1,30.09,,,,,
SIMM2022SD,1,30.09,,,,,
DMC-M20-22BD,1,30.09,,,,,
NSA936501TA1602,5,4.046,,,,,
936501-TA1602,5,4.046,,,,,
EN2882-050,50,3.0005,,,,,
ASNA0287-050,50,3.0005,,,,,
DHS775-160.40,1,430.5675,,,,,
DHS775-160-40,1,430.5675,,,,,
DSQ201,1,430.5675,,,,,
GC11711,1,133.5945,,,,,
NAS1919B04S02U,1,1.4705,,,,,
DHS613-591.41,1,19.652,,,,,
DHS613-591-41,1,19.652,,,,,
741 VN 06,1,19.652,,,,,
741PN06,1,19.652,,,,,
74741PN06,1,19.652,,,,,
DHS613-592.01,2,17.272,,,,,
DHS613-592-01,2,17.272,,,,,
A0023C08R15N-W,1,73.8225,,,,,
51453C8R15N-W,1,73.8225,,,,,
55701C08R15N-W,1,73.8225,,,,,
NSA5319-05-025,100,1.768,,,,,
5319-05-025,100,1.768,,,,,
E3X25,100,1.768,,,,,
"D1TD/2,5A",10,3.6635,,,,,
D1TD2-5,10,3.6635,,,,,
D1TD2-5A,10,3.6635,,,,,
E27619U40UMUF,5,1.037,,,,,
1512566,5,1.037,,,,,
27619U45UMUF,5,1.037,,,,,
E27619U45UMUF,5,1.037,,,,,
EN4113S03NH,5,3.2725,,,,,
21S03,5,3.2725,,,,,
A0021-21S03,5,3.2725,,,,,
EN4113S17NH,2,5.6865,,,,,
A0021-21S17,2,5.6865,,,,,
83-574-001,1,441.32,,,,,
83574001,1,441.32,,,,,
DHS439-111.27,1,154.3855,,,,,
DHS439-111-27,1,154.3855,,,,,
DHS775-160.42,1,434.7325,,,,,
DHS775-160-42,1,434.7325,,,,,
DSQ202,1,434.7325,,,,,
EN3155-054M2020,1,14.875,,,,,
6490A00.20,1,14.875,,,,,
938151PC2000,1,14.875,,,,,
NSA938151PC2000,1,14.875,,,,,
EN3155054M2020,1,14.875,,,,,
6490A0020-18,1,14.875,,,,,
DHS613-595.07,20,1.632,,,,,
DHS613-595-07,20,1.632,,,,,
R13312,20,1.632,,,,,
ASNA0185-121A,1,125.919,,,,,
MMB12,1,125.919,,,,,
DHS439-111.22,1,120.4535,,,,,
DHS439-111-22,1,120.4535,,,,,
EN2240-422F,1,6.2135,,,,,
EN4113S30NH,10,7.7435,,,,,
A0021-21S30,10,7.7435,,,,,
C6045-14B-ISO,1,885.785,,,,,
C6045-14BISO,1,885.785,,,,,
DHS613-595.11,10,3.6295,,,,,
DHS613-595-11,10,3.6295,,,,,
3JN28,10,3.6295,,,,,
MBBN3331BJ14,1,16.4985,,,,,
FSSMJ4-1401PD,1,16.4985,,,,,
841-23-810,1,157.522,,,,,
8-41-23-810,1,157.522,,,,,
57303-250,5,9.061,,,,,
ASNA57303-250,5,9.061,,,,,
DHS775-240.22,1,198.4325,,,,,
DHS775-240-22,1,198.4325,,,,,
NSA5319-07-018,200,0.0935,,,,,
E27489E40-18EMT,200,0.0935,,,,,
5319-07-018,200,0.0935,,,,,
E4X18,200,0.0935,,,,,
ASNA0019-0961,2,107.3465,,,,,
961,2,107.3465,,,,,
ASNA0136-35E2,1,269.484,,,,,
TRCE35ECG20,1,269.484,,,,,
EN4113S21NH,10,5.083,,,,,
A0021-21S21,10,5.083,,,,,
ASNA0021-21S21,10,5.083,,,,,
E0449A32,10,5.083,,,,,
DHS812-419.00,2,4.454,,,,,
4653 310 022,2,4.454,,,,,
DHS812-419,2,4.454,,,,,
DHS812-419-00,2,4.454,,,,,
HB02-N,1,19.2525,,,,,
23312EP,1,19.2525,,,,,
23312P,1,19.2525,,,,,
22201BE050007L,10,5.576,,,,,
"3,6X12-23B7",10,10.88,,,,,
12X3-6-23B7,10,10.88,,,,,
3-6X12-23B7,10,10.88,,,,,
"1,78X47,34-24B7",1,15.9545,,,,,
1-78X47-34-24B7,1,15.9545,,,,,
CA3200-22,10,4.131,,,,,
3200-22,10,4.131,,,,,
DHS711-837.11,20,1.037,,,,,
DHS711-837-11,20,1.037,,,,,
DHS751-160.62,10,15.7505,,,,,
EN2023R12L,1,74.664,,,,,
RL12R,1,74.664,,,,,
ETW12V,1,74.664,,,,,
EN3155-056M2020,1,15.2065,,,,,
938151PB2000,1,15.2065,,,,,
NSA938151PB2000,1,15.2065,,,,,
M39029/9-135,1,15.2065,,,,,
EN3155056M2020,1,15.2065,,,,,
ASN-A3100-8550,1,15.2065,,,,,
DHS756-132B1115,10,3.4595,,,,,
DHS756-132-200,10,3.4595,,,,,
DHS756-132.200,10,3.4595,,,,,
ENINT11-15,10,3.4595,,,,,
ASN52320CM030E,10,2.9835,,,,,
3PH105,10,2.9835,,,,,
22541P030,10,2.9835,,,,,
L22541-030P,10,2.9835,,,,,
ASNA52320CM030E,10,2.9835,,,,,
3PH10CM,10,2.9835,,,,,
ASNA0243A08106,1,97.2655,,,,,
55801D08MT106MT,1,97.2655,,,,,
945UN01E4AA5F,1,332.4095,,,,,
ASNA0021-15N16,10,2.941,,,,,
A0021-15N16,10,2.941,,,,,
15N16,10,2.941,,,,,
DHS711-713.45,10,2.074,,,,,
NSA5319-10-050,100,1.2495,,,,,
5319-10-050,100,1.2495,,,,,
E6X50,100,1.2495,,,,,
E6X50EM,100,1.2495,,,,,
DHS711-713.13,10,1.343,,,,,
DHS711-713-13,10,1.343,,,,,
EN3155-017F1212,10,1.394,,,,,
EN3155017F1212,10,1.394,,,,,
M39029/92-535,10,1.394,,,,,
E0252DK1200,10,1.394,,,,,
E0252DK1601,10,1.394,,,,,
DHS775-160.20,1,432.6415,,,,,
DHS775-160-20,1,432.6415,,,,,
DSQ203,1,432.6415,,,,,
NSA5319-04-012,100,1.5725,,,,,
5319-04-012,100,1.5725,,,,,
E2-5X12,100,1.5725,,,,,
A0019-0955M,1,62.016,,,,,
SL854M6F11C,10,14.807,,,,,
5648,1,425.0765,,,,,
N250EA40,10,1.4365,,,,,
EA40NOIR,10,1.4365,,,,,
E25124FB90-4X16,10,8.908,,,,,
E25123FB90-4X16,10,8.908,,,,,
E27113B40Q16CCU,10,8.908,,,,,
EN4113S22NH,5,6.205,,,,,
A0021-21S22,5,6.205,,,,,
EN4113S28NH,1,7.2335,,,,,
51315305028,1,7.2335,,,,,
A0021-21S28,1,7.2335,,,,,
M39029/29-212,50,1.071,,,,,
81349M39209/29-212,50,1.071,,,,,
M39209/29-212,50,1.071,,,,,
EN4165A01-081CA,1,11.322,,,,,
DMC-M01-08AC,1,11.322,,,,,
DHS613-261.25,5,12.002,,,,,
DHS613-261-25,5,12.002,,,,,
0-20F4,5,12.002,,,,,
ASNA0021-35G40,1,6.8255,,,,,
A0021-35G40,1,6.8255,,,,,
ASNA0081-303,10,10.2,,,,,
2403-603,10,10.2,,,,,
NSA937201MR0500,100,1.3685,,,,,
NSA9337201ME0500,100,1.3685,,,,,
NSA937201MR0700,100,1.3685,,,,,
NSA937201MR0600,100,1.343,,,,,
NSA937201MR1200,20,2.482,,,,,
DHS756-132B0905,10,1.5725,,,,,
DHS756-132.41,10,1.5725,,,,,
ENINT9-5,10,1.5725,,,,,
"2,62X120,3-61D6",1,32.181,,,,,
2-62X120-32-61D6,1,32.181,,,,,
A0023C06R40N-W,1,85.7055,,,,,
55701C06R40N-W,1,85.7055,,,,,
51453C6R40N-W,1,85.7055,,,,,
L22111-50-12-5BCL,50,2.0825,,,,,
22111BC0500125L,50,2.0825,,,,,
22125BC040080L,5,6.0265,,,,,
22125BC40080L,5,6.0265,,,,,
22125BC060028L,10,6.0605,,,,,
22125BC060040L,10,7.174,,,,,
22125BC080104L,1,32.3765,,,,,
22125BE050014L,1,7.0465,,,,,
22125BE050016L,20,2.8135,,,,,
22125BE050022L,10,5.797,,,,,
22125BE060022L,10,5.78,,,,,
22125BE100040L,1,32.538,,,,,
8X30POLYAMIDE,1,8.7975,,,,,
8X30NYLON,1,8.7975,,,,,
E27311H80Q30NE,1,8.7975,,,,,
DHS411-099.5005,1,10.523,,,,,
DHS411-099-0030,1,10.523,,,,,
DHS411-099.0030,1,10.523,,,,,
DHS411-101.3018,1,22.0575,,,,,
DHS411-101-0420,1,22.0575,,,,,
DHS411-101-3018,1,22.0575,,,,,
DHS411-101.0420,1,22.0575,,,,,
22201BC070007L,1,92.1825,,,,,
22201BC080022L,10,5.729,,,,,
L22201-80-22BCL,10,5.729,,,,,
22201BC080028L,5,9.7665,,,,,
22208BC100016L,1,16.4135,,,,,
22201TK050026X,10,9.792,,,,,
22201TK060005X,2,11.458,,,,,
L22201-60-5TKX,2,11.458,,,,,
22201TK060021X,2,12.3165,,,,,
L22201-60-21TKX,2,12.3165,,,,,
22208TK060016X,1,14.7815,,,,,
2220TK060016X,1,14.7815,,,,,
22208CM040012E,5,8.7465,,,,,
22129BC060040L,10,14.739,,,,,
22129BE080086L,5,23.851,,,,,
22126BC060018L,10,4.9215,,,,,
22126BC080016L,10,6.6895,,,,,
22202BC060012L,10,4.2585,,,,,
22209BC040008L,10,2.3205,,,,,
22126BE060038L,10,14.382,,,,,
22293BC020020L,5,2.023,,,,,
22296AG040012U,2,25.5085,,,,,
L22296-40-12AGU,2,25.5085,,,,,
22296AG025008U,10,13.617,,,,,
22220TK050020X,1,12.359,,,,,
22220TK050022X,1,12.92,,,,,
22271BC040038L,10,3.1705,,,,,
L22271-40-38BCL,10,3.1705,,,,,
22272BC030018L,10,1.819,,,,,
L22272-30-18BCL,10,1.819,,,,,
22272BC030034L,1,4.505,,,,,
22272BC050032L,10,3.247,,,,,
22271TK040012X,2,5.338,,,,,
L22271-40-12TKX,2,5.338,,,,,
22271TK050022X,1,7.684,,,,,
22271TK050024X,2,7.3015,,,,,
L22271-50-24TKX,2,7.3015,,,,,
22271CE040054,10,9.9535,,,,,
22271CE050016,5,3.06,,,,,
22271CE060022,10,3.451,,,,,
E25124FB90-4X20,10,9.503,,,,,
E27113FB90-4X20,10,9.503,,,,,
E25123FB90-4X20,10,9.503,,,,,
22251BC050056L,10,6.97,,,,,
22251BC060032L,10,3.8675,,,,,
22256BC030006L,10,7.2335,,,,,
L22256-30-6BCL,10,7.2335,,,,,
22256BC040052L,2,7.4205,,,,,
22256TK040008X,10,4.216,,,,,
22256TK040-008X,10,4.216,,,,,
22252TK050024X,1,10.2935,,,,,
22251TK040030X,1,8.534,,,,,
22251TK040034X,5,7.548,,,,,
22251TK040036X,5,7.922,,,,,
22251TK050042X,5,9.8685,,,,,
22183BC3012-5L,10,2.0485,,,,,
L22183-30-12-5BCL,10,2.0485,,,,,
22232BC060024L,2,21.947,,,,,
ASQ1BC060020UL,10,8.9165,,,,,
51211-60-20BCL,10,8.9165,,,,,
ATQ1BC030006UL,2,18.5725,,,,,
ATQ1BC030-006UL,2,18.5725,,,,,
51212-30-6BCL,2,18.5725,,,,,
A0164TK050S052X,1,13.9655,,,,,
A0164TK040S014X,10,4.352,,,,,
A0164TK040014X,10,4.352,,,,,
ASNA0164TK040S014X,10,4.352,,,,,
A0164TK040S018X,2,7.6415,,,,,
A0164TK040018X,2,7.6415,,,,,
A0164TK040S020X,10,4.862,,,,,
A0164TK040020X,10,4.862,,,,,
A0164TK040S022X,10,4.7175,,,,,
A0164TK040022X,10,4.7175,,,,,
A0164TK050S006X,5,5.6185,,,,,
A0164TK05006X,5,5.6185,,,,,
A0164TK050030X,10,10.2595,,,,,
ASNA0164TK050030X,10,10.2595,,,,,
A0164TK050048X,10,8.857,,,,,
5140307127L,100,1.2495,,,,,
51403-07-127,100,1.2495,,,,,
51403-07-127F,100,1.2495,,,,,
G7GA025012TCD,200,0.17,,,,,
E27141-25-12AAL,200,0.17,,,,,
E27141-25-12AATL,200,0.17,,,,,
22443BC180L,1,15.0195,,,,,
52337-220BCL,1,18.054,,,,,
NU605,100,0.3825,,,,,
NU0605,100,0.3825,,,,,
ASN52320CM040E,10,3.74,,,,,
22541P040,10,3.74,,,,,
4070PH105AM,10,3.74,,,,,
52358CCM060E,10,9.333,,,,,
52360CBD060N,10,4.692,,,,,
6SF6009M,10,4.692,,,,,
52354CBD040N,10,2.4735,,,,,
52354BD040N,10,2.4735,,,,,
4SR3009M,10,2.4735,,,,,
SLCT60-195DGA,5,5.8565,,,,,
54604-060-195DGA,5,5.8565,,,,,
SLCT20-60-195DGA,5,5.8565,,,,,
ASNA0078A408,10,2.584,,,,,
CR3213-4-8,10,2.584,,,,,
ASNA0078A406,10,2.4735,,,,,
A0078A406,10,2.4735,,,,,
CR3213-4-6,10,2.4735,,,,,
ASNA0078A503,10,2.7965,,,,,
CR3213-5-3,10,2.7965,,,,,
ASNA0078A505,10,2.992,,,,,
CR3213-5-5,10,2.992,,,,,
A0078A505,10,2.992,,,,,
ASNA0078A603,5,3.6125,,,,,
CR3213-6-3,5,3.6125,,,,,
ASNA0078A402X,20,2.448,,,,,
ASN-A0078A402X,20,2.448,,,,,
CR3243-4-2,20,2.448,,,,,
ASNA0078A403X,20,2.55,,,,,
CR3243-4-3,20,2.55,,,,,
ASNA0078A404X,20,2.635,,,,,
CR3243-4-4,20,2.635,,,,,
RK00M4-400,50,0.68,,,,,
4PO400N-ASG,50,0.68,,,,,
ASNA0080-405A,100,0.6545,,,,,
CR4193W4-1,100,0.6545,,,,,
ASNA0080-413A,50,0.884,,,,,
A0080-413A,50,0.884,,,,,
NAS1921C04S06U,1,4.0715,,,,,
1921C04S06,1,4.0715,,,,,
NAS1921C04S06,1,4.0715,,,,,
NAS1921B06S03U,5,16.864,,,,,
1921B06-03,5,16.864,,,,,
NAS1921B06-03,5,16.864,,,,,
NAS1921B06-03U,5,16.864,,,,,
ASNA0079-409A,20,0.952,,,,,
4807-0409,20,0.952,,,,,
ASNA0063-40311,10,6.63,,,,,
ASNA0077A405,5,2.397,,,,,
CR3212-4-5,5,2.397,,,,,
A0077A405,5,2.397,,,,,
ASNA0077A406,10,2.38,,,,,
CR3212-4-6,10,2.38,,,,,
ASNA0077A504,20,2.5925,,,,,
CR3212-5-4,20,2.5925,,,,,
A0077A504,20,2.5925,,,,,
ASNA0077A505,20,1.6405,,,,,
CR3212-5-5,20,1.6405,,,,,
A0077A505,20,1.6405,,,,,
ASNA0077A511,5,3.8165,,,,,
A0077A511,5,3.8165,,,,,
22719BC040013L,10,9.384,,,,,
L22719-40-13BCL,10,9.384,,,,,
22719BC040016L,10,9.5965,,,,,
L22719-40-16BCL,10,9.5965,,,,,
22719TK100056X,1,37.2385,,,,,
A0040F080-150C,10,1.2325,,,,,
52502F080-150C,10,1.2325,,,,,
23119CA140,10,6.8425,,,,,
XBAX050TL,100,0.7055,,,,,
E27618G50AJTL,100,0.7055,,,,,
KAAJ050TLE,100,0.7055,,,,,
XBAX050TT,100,0.7055,,,,,
XBAX060TL,100,0.833,,,,,
E27618G60AJTL,100,0.833,,,,,
XBAX060TT,100,0.833,,,,,
E27619U50UMUF,25,2.7455,,,,,
E27619U55UMUF,25,2.7455,,,,,
NSA57304-643ADL,20,4.114,,,,,
57304-643ADL,20,4.114,,,,,
NSA57304-643,20,4.114,,,,,
NSA57304-423DHJ,10,2.703,,,,,
57304-42-30DHJ,10,2.703,,,,,
57304-423DHJ,10,2.703,,,,,
57304DH423J,10,2.703,,,,,
NSA57304-643DHJ,20,2.3205,,,,,
57304DH643J,20,2.3205,,,,,
57304-643DHJ,20,2.3205,,,,,
A0015G07A40040,25,4.2415,,,,,
NSA5319-01-012,100,0.136,,,,,
5319-01-012,100,0.136,,,,,
NSA5319-02-008,10,1.3175,,,,,
5319-02-008,10,1.3175,,,,,
NSA5319-02-012,100,1.4705,,,,,
5319-02-012,100,1.4705,,,,,
E1-5X12,100,1.4705,,,,,
NSA5319-03-010,100,1.4875,,,,,
5319-03-010,100,1.4875,,,,,
E2X10,100,1.4875,,,,,
NSA5319-03-012,100,1.513,,,,,
5319-03-012,100,1.513,,,,,
E2X12,100,1.513,,,,,
NSA5319-04-010,100,1.4875,,,,,
5319-04-010,100,1.4875,,,,,
E2-5X10,100,1.4875,,,,,
NSA5319-04-018,100,0.136,,,,,
5319-04-018,100,0.136,,,,,
E2-5X18,100,0.136,,,,,
NSA5319-05-040,100,2.057,,,,,
5319-05-040,100,2.057,,,,,
NSA5319-07-008,25,3.723,,,,,
5319-07-008,25,3.723,,,,,
E4X8,25,3.723,,,,,
NSA5319-05-030,100,1.87,,,,,
5319-05-030,100,1.87,,,,,
NSA5319-05-30,100,1.87,,,,,
E3X30,100,1.87,,,,,
NSA5319-07-012,200,0.119,,,,,
5319-07-012,200,0.119,,,,,
E4X12,200,0.119,,,,,
NSA5319-07-010,200,0.085,,,,,
5319-07-010,200,0.085,,,,,
E4X10,200,0.085,,,,,
NSA5319-07-025,100,2.023,,,,,
5319-07-025,100,2.023,,,,,
E4X25,100,2.023,,,,,
NSA5319-07-035,100,0.221,,,,,
5319-07-035,100,0.221,,,,,
E4X35,100,0.221,,,,,
NSA5319-07-050,25,2.856,,,,,
5319-07-050,25,2.856,,,,,
E4X50,25,2.856,,,,,
NSA5319-09-020,50,2.2865,,,,,
5319-09-020,50,2.2865,,,,,
E5X20,50,2.2865,,,,,
NSA5319M02-012,50,1.462,,,,,
5319M02-012,50,1.462,,,,,
NSA5319M04-012,100,1.513,,,,,
5319M04-012,100,1.513,,,,,
M2-5X12,100,1.513,,,,,
NSA5319M09-018,100,0.187,,,,,
5319M09-018,100,0.187,,,,,
NSA5319M07-018,100,0.1275,,,,,
5319M07-018,100,0.1275,,,,,
123VC01,1,80.393,,,,,
123VC01-83,1,80.393,,,,,
DHS775-100.55,1,292.791,,,,,
310VC01CF50A2RR,1,292.791,,,,,
310VR01K1L7600,1,292.791,,,,,
310VR01K1L7610,1,292.791,,,,,
DHS775-100.50,1,293.1395,,,,,
DHS775-100-50,1,293.1395,,,,,
310VR01KL6310,1,293.1395,,,,,
DHS775-140.220,1,218.1355,,,,,
DHS775-140-220,1,218.1355,,,,,
DHS775-140.120,1,120.564,,,,,
DHS775-140-120,1,120.564,,,,,
110VK01B00B20N,1,120.564,,,,,
110VK01B0SR20NB,1,120.564,,,,,
DHS775-220.095,1,57.7065,,,,,
DHS775-220-095,1,57.7065,,,,,
DHS775-140.244,1,308.7115,,,,,
DHS775-140-244,1,308.7115,,,,,
120VK01C00B40N,1,308.7115,,,,,
DHS772-300.22,1,364.7775,,,,,
DHS772-300-22,1,364.7775,,,,,
160PS01A5A,1,364.7775,,,,,
DHS775-140.245,1,285.5065,,,,,
120VK01F00B20N,1,285.5065,,,,,
RN3X9.8,20,1.462,,,,,
RN3X9-8,20,1.462,,,,,
NSA55132-102,5,10.098,,,,,
55132-102,5,10.098,,,,,
2600-2,5,10.098,,,,,
NSA55132-101,5,10.0045,,,,,
55132-101,5,10.0045,,,,,
2600-1,5,10.0045,,,,,
NSA55132-103,10,8.823,,,,,
55132-103,10,8.823,,,,,
2600-3,10,8.823,,,,,
NSA55132-105,10,8.6785,,,,,
55132-105,10,8.6785,,,,,
2600-5,10,8.6785,,,,,
NSA55132-106,5,10.455,,,,,
55132-106,5,10.455,,,,,
2600-6,5,10.455,,,,,
NSA55132-109,10,8.7975,,,,,
55132-109,10,8.7975,,,,,
2600-9,10,8.7975,,,,,
NSA55132-111,10,8.7975,,,,,
55132-111,10,8.7975,,,,,
2600-11,10,8.7975,,,,,
NSA55132-117,10,7.4545,,,,,
55132-117,10,7.4545,,,,,
2600-17,10,7.4545,,,,,
3161-22-190,10,7.5225,,,,,
84406-06,5,20.0685,,,,,
R5106,5,20.0685,,,,,
DHS813-100.07,10,8.857,,,,,
DHS813-100-07,10,8.857,,,,,
DHN1004LUBRIFIANT,10,8.857,,,,,
DHS813-100.03,10,8.636,,,,,
DHS813-100-03,10,8.636,,,,,
DHN1004PROTINCEND,10,8.636,,,,,
DHS813-101.03,10,8.636,,,,,
DHS813-101-03,10,8.636,,,,,
DHN1004FLECHENOIRE,10,8.636,,,,,
DHS813-101.02,10,9.095,,,,,
DHS813-101-02,10,9.095,,,,,
DHN1004FLECHEBLEUE,10,9.095,,,,,
OEC325CIH13,2,13.2855,,,,,
325CIH13,2,13.2855,,,,,
DHS613-100.01,1,27.489,,,,,
BO6504INOX,1,27.489,,,,,
84303-022DEB,1,141.117,,,,,
84425-06,1,44.421,,,,,
84303-210DEB,1,60.6985,,,,,
14706-01,1,60.6985,,,,,
DHS775-160.60,1,110.721,,,,,
DSQ206,1,110.721,,,,,
K111003 NOIR,2,15.1555,,,,,
K111003NOIR,2,15.1555,,,,,
508-100-10,1,146.9905,,,,,
508100,1,146.9905,,,,,
508100-10,1,146.9905,,,,,
A0023C08R10N-W,1,25.7125,,,,,
51453C08R10N-W,1,25.7125,,,,,
55701C08R10N-W,1,25.7125,,,,,
A0023C08R20N-W,1,72.6155,,,,,
55701C08R20N-W,1,72.6155,,,,,
51453C8R20N-W,1,72.6155,,,,,
A0023C12R35N-W,1,139.4935,,,,,
55701C12R35N-W,1,139.4935,,,,,
51453C12R35N-W,1,139.4935,,,,,
350690-3,100,0.3485,,,,,
350690-1,100,0.3485,,,,,
BJE135,1,75.0295,,,,,
BJ135,1,75.0295,,,,,
DHS793-511.06,1,64.413,,,,,
DHS793-511-06,1,64.413,,,,,
1976A109-19,1,64.413,,,,,
DHS793-511.10,1,64.4555,,,,,
DHS793-511-10,1,64.4555,,,,,
1976A109-06,1,64.4555,,,,,
DHS793-511.20,1,64.056,,,,,
DHS793-511-20,1,64.056,,,,,
1976A109-20,1,64.056,,,,,
DHS793-511.21,1,65.705,,,,,
DHS793-511-21,1,65.705,,,,,
1976A109-13,1,65.705,,,,,
DHS793-511.24,1,64.77,,,,,
DHS793-511-24,1,64.77,,,,,
1976A109-21,1,64.77,,,,,
DHS793-511.30,1,65.705,,,,,
DHS793-511-30,1,65.705,,,,,
1976A109-01,1,65.705,,,,,
DHS793-511.35,1,65.705,,,,,
DHS793-511-35,1,65.705,,,,,
1976A109-09,1,65.705,,,,,
DHS793-511.40,1,65.705,,,,,
DHS793-511-40,1,65.705,,,,,
1976A109-03,1,65.705,,,,,
DHS793-511.41,1,64.413,,,,,
DHS793-511-41,1,64.413,,,,,
1976A109-04,1,64.413,,,,,
DHS793-511.42,1,65.705,,,,,
DHS793-511-42,1,65.705,,,,,
1976A109-05,1,65.705,,,,,
DHS793-511.43,1,64.413,,,,,
DHS793-511-43,1,64.413,,,,,
1976A109-08,1,64.413,,,,,
DHS793-511.45,1,65.705,,,,,
DHS793-511-45,1,65.705,,,,,
1976A109-22,1,65.705,,,,,
DHS793-511.46,1,64.532,,,,,
DHS793-511-46,1,64.532,,,,,
1976A109-28,1,64.532,,,,,
DHS793-511.47,1,64.77,,,,,
DHS793-511-47,1,64.77,,,,,
1976A109-29,1,64.77,,,,,
DHS793-511.55,1,67.6345,,,,,
DHS793-511-55,1,67.6345,,,,,
DHS711-824.63,50,0.391,,,,,
DHS711-824-63,50,0.391,,,,,
DHS711-825.63,10,2.0655,,,,,
DHS711-825-63,10,2.0655,,,,,
DHS711-825.65,50,0.425,,,,,
DHS711-825-65,50,0.425,,,,,
DHS711-821.13,10,1.3345,,,,,
DHS711-821-13,10,1.3345,,,,,
DHS711-824.62,10,1.343,,,,,
DHS711-824-62,10,1.343,,,,,
EN4114S08WH0,10,3.6635,,,,,
A0021-25SE08,10,3.6635,,,,,
ASNA0021-25SE08,10,3.6635,,,,,
E0449A14,10,3.6635,,,,,
ASNA0033-112,1,8.5765,,,,,
MINOXM5,1,8.5765,,,,,
55220-092-112,1,8.5765,,,,,
ASNA0032-067,5,10.2595,,,,,
FLEXINOX2,5,10.2595,,,,,
55216-047-067,5,10.2595,,,,,
55216-47-67,5,10.2595,,,,,
ASNA0032-112,1,14.11,,,,,
FLEXINOX5,1,14.11,,,,,
55216-092-112,1,14.11,,,,,
55216-92-112,1,14.11,,,,,
ASNA0032H127,1,13.7445,,,,,
55216H107-127,1,13.7445,,,,,
ASNA0032H142,2,15.368,,,,,
55216H122-142,2,15.368,,,,,
ASNA0032H187,1,18.8105,,,,,
55216H167-187,1,18.8105,,,,,
ASNA0033-157,1,9.928,,,,,
MINOXM8,1,9.928,,,,,
55220-137-157,1,9.928,,,,,
ASNA0033-172,1,13.0475,,,,,
MINOXM9,1,13.0475,,,,,
55220-152-172,1,13.0475,,,,,
ASNA0033-217,2,11.7725,,,,,
55220-197-217,2,11.7725,,,,,
ASNA0033H112,1,12.6395,,,,,
55220H092-112,1,12.6395,,,,,
ASNA0033H142,10,7.3355,,,,,
55220H122-142,10,7.3355,,,,,
ASNA0021-11N06,20,2.38,,,,,
11N06,20,2.38,,,,,
A0021-11N06,20,2.38,,,,,
ASNA0021-11N08,20,2.482,,,,,
11N08,20,2.482,,,,,
A0021-11N08,20,2.482,,,,,
11N8,20,2.482,,,,,
ASNA0021-11N12,10,1.3685,,,,,
