part_number,quantity,guide_price
L23112-80AGL,100,0.6375
23112CA050,10,0.51
L23112-50CA,10,0.51
23112CA060,10,1.2325
L23112-60CA,10,1.2325
23112CA080,20,2.244
L23112-80CA,20,2.244
3036-294,20,2.244
23116AG040LE,100,0.425
L23116-40AGL,100,0.425
23116AG060LE,50,1.0285
L23116-60AGL,50,1.0285
23116CA050,20,2.0825
23116CA050PA,20,2.0825
L23116-50CA,20,2.0825
23118AG040LE,20,1.037
23118AG060LE,100,0.544
L23118-60AGL,100,0.544
23118AG080LE,10,2.907
L23118-80AGL,10,2.907
23119AG050LE,10,1.6405
L23119-050AGL,10,1.6405
23119CA050,5,3.4935
23134AG060LE,5,0.561
L23134-60AGL,5,0.561
23134AG100LE,100,0.9605
L23134-100AGL,100,0.9605
23134AG120LE,20,3.383
23134CA080,10,1.6235
23201AM0050T,100,2.5755
L23201-5AMT,100,2.5755
23201AM0060T,25,2.7965
L23201-6AMT,25,2.7965
23201AM0100T,20,3.4
23201AM100T,20,3.4
L23201-10AMT,20,3.4
81-0100-09,20,3.4
23340AK1020LE,5,11.2795
23340CD1020,2,4.5135
23340CD1530,5,6.5705
NFL23340CD1530,5,6.5705
23350AC060LE,20,1.4705
L23350-60ACL,20,1.4705
23350AC080LE,20,1.6575
23350AC080L,20,1.6575
23350AC080LE*,20,1.6575
L23350-80ACL,20,1.6575
23350AC100LE,20,2.057
L23350-100ACL,20,2.057
23350CA050,20,1.3175
L23350-50CA,20,1.3175
23350CA080,20,1.615
L23350-80CA,20,1.615
23351AC060LE,20,3.111
L23351-60ACL,20,3.111
52348-50-1,5,13.9825
5SE1098-1,5,13.9825
52353CBD040N,10,1.3515
52353BD040N,10,1.3515
4SMR2209M,10,1.3515
52355CBD040N,10,1.632
52355BD040N,10,1.632
4SMR3209M,10,1.632
52358CBD050N,10,3.026
52358CCM050E,10,10.3785
22595-050C,10,10.3785
52360CBD040N,10,3.332
52360BD040N,10,3.332
4SF6009M,10,3.332
52360CBD050N,10,3.74
52360BD050N,10,3.74
5SF6009M,10,3.74
NSA55144-101,100,0.612
55144-101,100,0.612
2600SW2,100,0.612
57303-100,10,2.958
NSA573-03-100,10,2.958
57303-150,10,3.859
81811-060,10,2.822
BS-A6 20A8,10,2.822
300-304-2261-41,10,2.822
85007-160-015,10,1.3005
DA160-220-15,10,1.3005
984427CA10,10,1.7255
984427-100CA,10,1.7255
23350CA060,20,1.462
L23350-60CA,20,1.462
A0164TK050S014X,10,7.3185
ASNA0078E401,20,2.1675
CR3523-4-01,20,2.1675
ASNA0078C401,20,2.1675
MBBN3131N0505,1,3.2215
A0164TK050S016X,10,5.6355
EN3155-009F2222,50,0.9265
EN3155009F2222,50,0.9265
EN2367-14014,20,0.289
ASNA0045BC100L,5,12.58
10PCR106,5,12.58
PCR106,5,12.58
SNACH100BCL,5,12.58
52347-100BCL,5,12.58
ASNA0045-100BCL,5,12.58
ASNA0045BC080L,10,6.035
SNAC-H080BCL,10,6.035
52347-080BCL,10,6.035
ASNA0045-080BCL,10,6.035
8PCR106,10,6.035
81811-080,10,3.417
BSA8,10,3.417
BSA8PC851A,10,3.417
ASNA0033-082,2,6.63
MINOX3,2,6.63
55220-062-082,2,6.63
ASNA0033-097,1,7.1485
MINOX4,1,7.1485
55220-077-097,1,7.1485
ASNE0608-01,20,1.1985
E0608-01,20,1.1985
E0605ATC,1,43.9195
ASN-E0605ATC,1,43.9195
E0043-1B0P,1,0.357
ASNA0265-050,1,30.107
EN3835-040,10,2.329
EN2367-29025,100,0.697
MBBN3087B0505,1,65.688
ASNA0341T0402,5,7.276
CR7770S-04-02W,5,7.276
CR7770S-4-2W,5,7.276
ASNA0341T0503,2,9.5625
CR7770S-05-03W,2,9.5625
ASNA0341T05-03,2,9.5625
ASNA0341T503,2,9.5625
EN3822-050,1,1.785
E0043-2A0P,100,0.493
ASNE0043-2A0P,100,0.493
E0043-1A0P,1,0.5355
ASNE0043-1A0P,1,0.5355
E0043-4A0P,100,0.2125
111-01910,100,0.2125
E0043-5A0P,100,0.051
E0688-01,20,0.8755
ASN-E0688-01,20,0.8755
ASNE-0688-01,20,0.8755
ASNE0688-01,20,0.8755
EN2367-37036,100,1.2835
E0043-2C0P,100,0.459
E0043-4C0P,100,0.136
111-01960,100,0.136
E0043-1C0P,100,0.0935
111-05060,100,0.0935
E0043-5C0P,100,0.1785
T30R-W-BK-C1,100,0.1785
N7M00777241,100,0.1785
AS3209-011,20,3.7825
MS9388-011,20,3.7825
M83248/1-011,20,3.7825
MS83248/1-011,20,3.7825
AS3209-1-011,20,3.7825
AS3209-013,10,4.3775
M83248/1-013,10,4.3775
MS9388-013,10,4.3775
E0688-00,20,0.765
22437BC080L,10,8.8655
L22437-80BCL,10,8.8655
A0023C06R35N-W,2,82.1355
A0023S06R35N-W,2,82.1355
ASNA0044BC050L,5,4.2075
52346-050BCL,5,4.2075
5TCR106,5,4.2075
ASNA0044-050BCL,5,4.2075
A0023C06R25N-W,1,65.5945
51453C6R25NW,1,65.5945
55701C06R25N-W,1,65.5945
53110-040,50,0.4845
53110-40,50,0.4845
ASNA0044BC120L,2,13.9315
12TCR106,2,13.9315
SNAC L120 BCL,2,13.9315
52346-120BCL,2,13.9315
ASNA0044-120BCL,2,13.9315
ASNA0044BC080L,2,7.888
8TCR106,2,7.888
52346-080BCL,2,7.888
ASNA0044-080BCL,2,7.888
8TCR 106,2,7.888
EN3626-050,50,0.5695
EN2367-23032,100,0.5695
AS3209-110,1,4.5475
MS9388-110,1,4.5475
M83248/1-110,1,4.5475
AS3209-152,1,8.908
MS9388-152,1,8.908
M83248/1-152,1,8.908
EN2367-18014,50,0.34
AS3209-012,20,2.2355
9520010909,20,2.2355
MS9388-012,20,2.2355
M83248/1-012,20,2.2355
MS51957-45,1,0.119
EN3767-025004,5,0.6205
DIN65552-2504D,5,0.6205
EN3767-025002,10,3.23
DIN65552-2502D,10,3.23
EN3155-003F2020,20,0.748
EN3155003F2020,20,0.748
M39029/57-357,20,0.748
E0805-02,10,5.1425
600-052,10,5.1425
22294AG020006U,10,3.74
EN2367-29032,100,0.8585
AS3209-114,20,4.9215
M83248/1-114,20,4.9215
MS9388-114,20,4.9215
ASNA0363T0501,5,9.809
CR7773S-05-01W,5,9.809
ASNA0341T0405,1,8.296
CR7770S-04-05W,1,8.296
ASNA0341T04-05,1,8.296
EN2138-08010,20,2.108
23119CA060,10,3.5275
8655-3138,2,13.192
TC5355,1,1.1985
DHS813-100.10,10,8.636
DHS813-100-10,10,8.636
DHN1004AIRINSTRUM,10,8.636
23350AC120LE,20,2.3545
L23350-120ACL,20,2.3545
EN3155-015F2020,20,0.748
EN3155015F2020,20,0.748
170420202,20,0.748
DHS211-132.04,25,2.975
DHS211-132-04,25,2.975
NSA937901B,1,66.742
DHS713-145.20,1,66.742
NSA937901B20,1,66.742
01150-949-37,1,66.742
NSA57304-323DHJ,20,3.723
57304-323DHJ,20,3.723
EN3767-025006,50,0.765
DIN65552-2506D,50,0.765
EN2138-05010,50,0.527
EN2138-06005,50,0.289
EN3767-025010,1,0.2465
DIN65552-2510D,1,0.2465
EN3645-W5D,1,74.562
D38999/22DWN,1,74.562
EN3645W5D,1,74.562
EN2138-06010,20,1.547
ASN52320CM050E,10,3.91
22541P050,10,3.91
5080PH105AM,10,3.91
ASNA0033-036,2,4.7005
MINOX0,2,4.7005
55220-024-036,2,4.7005
EN3723-040,10,0.5015
DIN6548004D,10,0.5015
8655-3139,1,44.999
M83536\2-024M,1,121.4395
M210-D4N-003,1,121.4395
M6106/27-23,1,121.4395
E0043-4D11P,1,0.2465
PLT1M76,1,0.2465
TYZ23M,1,0.2465
ASNA0033-045,2,5.253
MINOX0A,2,5.253
55220-025-045,2,5.253
A0212CD20E2AR,1,420.495
CN6MER,1,420.495
NSA5319-07-030,100,2.176
5319-07-030,100,2.176
E4X30,100,2.176
E4X30AX,100,2.176
NSA5319-07-040,100,2.4735
22201TK050004X,5,9.5795
L22201-50-4TKX,5,9.5795
EN3155-009F1212,50,2.1505
EN3155009F1212,50,2.1505
EN2138-04005,10,1.496
EN3645M0BN35BN,1,62.7725
E0611M11-35YN,1,62.7725
ASNA0033-019,5,2.9155
182080019,5,2.9155
9562830040,5,2.9155
55220-011-019,5,2.9155
22125TK050012X,2,8.653
22125TK050038X,2,12.7075
22201BE060006L,10,5.7885
L22201-60-6BEL,10,5.7885
22201TK060022X,2,12.325
22201TK060029X,1,3.468
22126BE060024L,5,9.588
22126BE060026L,5,9.8175
MS51957-34B,10,5.389
22256TK040010X,1,6.681
22256TK040012X,10,4.9215
22256TK040016X,10,5.542
22256TK050014X,10,6.2475
22232BE060024L,2,8.075
ASN52345BH060N,5,12.019
6DHE235M,5,12.019
22519N060,5,12.019
L22519-060N,5,12.019
52345BH060N,5,12.019
ASN52345BH080N,5,7.259
L22519-080N,5,7.259
52345BH080N,5,7.259
8DHE235M,5,7.259
23111TK050X,10,4.25
23117CA020,50,0.5695
L23117-20CA,50,0.5695
23116TK040X,10,7.8965
23116TK050X,10,7.2505
23116TK060X,2,10.3445
EN2138-06016,20,1.666
EN2138-08005,10,1.819
ASNA0265-080,20,2.533
ASNA0265-100,10,21.437
ASNA0265-180,2,55.9895
23351AC050LE,50,2.771
L23351-50ACL,50,2.771
23351CA060,10,3.825
L23351-60CA,10,3.825
EN2367-37028,100,1.122
EN2367-18010,10,0.3485
EN2367-18016,5,0.357
ASNA0033-090,10,5.4485
DHS715-113.120,1,64.5235
8630-09S226,1,64.5235
NSA936501TA2206,10,1.513
936501-TA2206,10,1.513
936501TA2206,10,1.513
152647,10,1.513
DHS737-112.05,2,13.974
CM-HTMS-20-50,1,10.115
CM2050MMBLANC,1,10.115
HTMSCM20-50MMBLANC,1,10.115
E0160-1-0H,20,2.261
ASNE0160-1-0H,20,2.261
B013-10,20,2.261
85007-090-A30,20,1.2835
85007-090A30,20,1.2835
DA90-160-30,20,1.2835
M6106\19-017,1,311.491
M6106-19-017,1,311.491
ES125-143B,1,311.491
23201AM0080T,100,2.9325
7135204008,100,2.9325
9744008200,100,2.9325
L23201-8AMT,100,2.9325
7100-0080A080T,100,2.9325
23201AM0120T,5,3.468
L23201-12AMT,5,3.468
22453BC050L,10,3.196
L22453-50BCL,10,3.196
ASNA0033-067,5,6.6895
MINOX2X,5,6.6895
55220-047067,5,6.6895
55220-047-067,5,6.6895
DHS613-211.23,1,86.9295
DHS613-211-23,1,86.9295
DHS621-100.02,10,8.6275
DHS621-100-02,10,8.6275
DHS621-100.03,10,8.806
DHS621-100-03,10,8.806
10 X 2   SR 832 75,10,8.806
10X2-24B7,10,8.806
10X2 / 24B7,10,8.806
2X10-24B7,10,8.806
DHS621-100.05,5,10.1065
DHS621-100-05,5,10.1065
15X2-5-24B7,5,10.1065
DHS613-261.22,10,10.523
DHS613-261-22,10,10.523
0-16F4,10,10.523
WB270A01510AGNL,10,10.523
EN3155-017F1620,10,1.0625
EN3155017F1620,10,1.0625
205C109,10,1.0625
M39029/92-534,10,1.0625
E0242DK1601,10,1.0625
E0252DK1601,10,1.0625
E0688-02,100,0.7905
ASN-E0688-02,100,0.7905
ASNE0688-02,100,0.7905
E0688-03,50,1.088
0688-03,50,1.088
ASN-E0688-03,50,1.088
ASNE0688-03,50,1.088
E0498-01,20,1.3005
ASNE0498-01,20,1.3005
DHS737-112.02,1,17.986
DHS737-112-02,1,17.986
692419-001,1,17.986
ASN52320BH060N,10,2.8305
22541N060,10,2.8305
L22541-060,10,2.8305
L22541-060N,10,2.8305
6PH135M,10,2.8305
ASN52320BH030N,50,1.3175
3PH135M,50,1.3175
22541N030,50,1.3175
L22541-030N,50,1.3175
EN2367-23028,100,0.5355
ECS2152DXJ3210,100,0.2125
ECS2151DXJ3214,200,0.153
MBBN3495X04,1,38.675
22125TK050020X,5,10.0385
22201TK050005X,5,9.7495
22201TK050006X,5,9.707
L22201-50-6TKX,5,9.707
22201TK050008X,1,11.3645
22201TK050009X,1,11.5685
L22201-50-9TKX,1,11.5685
22208TK040016X,10,6.766
22208TK050012X,10,6.953
22256BC050032L,10,4.8365
L22256-50-32BCL,10,4.8365
22256TK050016X,2,8.313
22443BC100L,10,6.256
L22443-100BCL,10,6.256
52355CBD050N,10,2.0655
52355BD050N,10,2.0655
5SMR3209M,10,2.0655
22731BE100089M,1,71.842
23111TK060X,10,3.5785
23119TK050X,1,6.919
23119TK080X,2,14.348
MS27400-17,1,206.6095
ES410-242B,1,206.6095
F400D4NC,1,206.6095
EN4165A12-201AA,2,14.603
DMC-M 12-20 AA,2,14.603
DMC-M12-20AA,2,14.603
EN4165A20-221AA,1,12.2825
MBBN3330U2022PA,1,12.2825
DMC-M20-22AA,1,12.2825
DMC-M20-22PA090,1,12.2825
22125BC050064L,5,4.8025
22125BE060014L,1,8.857
22125BE060020L,10,1.156
22125TK050014X,1,9.1205
22125TK050016X,10,6.358
22208BC050070L,10,6.63
22201BE060014L,5,7.5395
L22201-60-14BEL,5,7.5395
22201BE100092L,5,13.821
22201TK060018X,1,12.6905
22208TK050010X,2,11.9935
22208TK050014X,5,9.554
22208TK050016X,1,13.311
22208CM050020,20,4.6325
22129BC060044L,10,14.8325
22221BC050012L,5,18.615
22272TK040010X,10,3.859
22272TK050010X,1,12.886
22256TK050018X,10,6.052
PA6/6M4X6,10,3.3915
A0164TK060S016X,10,6.256
22431CC025,5,3.7995
L22431-25CC,5,3.7995
ASN52320BH140N,1,14.6625
22541N140,1,14.6625
14PH135M,1,14.6625
23111TK100X,10,8.8145
23112TK080X,1,8.9505
23118TK050X,10,3.5955
23118TK060X,5,13.7275
23118CA050,50,0.527
23340CD2040,10,10.404
23351CA050,100,2.584
NSA57304-523DHJ,10,3.4935
57304-523DHJ,10,3.4935
ASNA0033-120,5,7.31
NSA936501TA1404,10,1.904
936501-TA1404,10,1.904
936501TA1404,10,1.904
153113,10,1.904
E0160-1-1H,10,2.448
ASNE0160-1-1H,10,2.448
B013-11,10,2.448
85007-200-020,10,1.292
NSA57304-523ADL,10,4.25
57304-523ADL,10,4.25
573045233,10,4.25
MS51957-27B,100,0.4845
ASNA0045BC060L,5,4.4285
52347-060BCL,5,4.4285
ASNA0045-060BCL,5,4.4285
6PCR106,5,4.4285
ASNA0045BC050L,5,4.658
52347-050BCL,5,4.658
ASNA0045-050BCL,5,4.658
5PCR106,5,4.658
ASN52320CM060E,10,4.2755
22541P060,10,4.2755
L22541-060P,10,4.2755
ASN52320BH040N,20,1.411
22541N040,20,1.411
L22541-040N,20,1.411
ASNA52320BH040N,20,1.411
4PH135M,20,1.411
23351CA080,10,4.1735
L23351-80CA,10,4.1735
23350CA100,10,2.7795
L23350-100CA,10,2.7795
23201AM0090T,25,3.1025
L23201-9AMT,25,3.1025
23112TK060X,1,4.3435
22731BC060014M,10,10.863
L22731-60-14BCM,10,10.863
22731BC050015M,10,2.3715
L22731-50-15BCM,10,2.3715
22431CC080,10,5.3295
L22431-80CC,10,5.3295
22431CC020,5,5.406
L22431-20CC,5,5.406
22272TK050014X,5,5.2615
22256BC050030L,10,4.539
22252BC060010L,1,7.055
22220BE050044L,1,17.9605
22208CM050016E,10,9.843
52348-50-2,2,14.9345
5SE1098-2,2,14.9345
22201TK050024X,10,9.6135
L22201-50-24TKX,10,9.6135
22201TK050022X,2,11.9255
22201TK050007X,5,9.7325
22129BC050020L,20,11.0925
L22129-50-20BCL,20,11.0925
23112TK050X,10,3.6125
MBBN3318-16-55-250,1,88.893
3318-16-55-250,1,88.893
23112TK040X,1,5.423
22125BC040028L,10,2.193
L22125-40-28BCL,10,2.193
AS3209-132,20,3.74
M83248/1-132,20,3.74
DIN65379-3204EF,1,1.2835
57303-250,5,9.061
ASNA57303-250,5,9.061
NSA5319-07-018,200,0.0935
E27489E40-18EMT,200,0.0935
5319-07-018,200,0.0935
E4X18,200,0.0935
ASNA0021-35G10,10,2.9665
A0021-35G10,10,2.9665
35G10,10,2.9665
ASN52320CM030E,10,2.9835
3PH105,10,2.9835
22541P030,10,2.9835
L22541-030P,10,2.9835
ASNA52320CM030E,10,2.9835
3PH10CM,10,2.9835
DHS812-420.00,1,4.3435
DHS812-420-00,1,4.3435
A0212CD20E1AR,1,417.5285
CN6MERK,1,417.5285
NAS1399C3A3,1,2.176
NAS1399C3-A3,1,2.176
DHS613-261.25,5,12.002
DHS613-261-25,5,12.002
0-20F4,5,12.002
NSA937201MR0700,100,1.3685
22125BC040030L,20,2.4735
L22125-40-30BCL,20,2.4735
22125BC060028L,10,6.0605
22125BE050014L,1,7.0465
22125BE050016L,20,2.8135
22125BE050022L,10,5.797
22125BE060022L,10,5.78
22125BE080034L,1,10.8885
22125BE100040L,1,32.538
22125TK060032X,10,9.979
22201BC100020L,50,7.0465
L22201-100-20BCL,50,7.0465
22201TK050026X,10,9.792
22201TK060021X,2,12.3165
L22201-60-21TKX,2,12.3165
22208TK060016X,1,14.7815
2220TK060016X,1,14.7815
22201TK080027X,1,15.1045
22126BC040020L,10,6.5365
L22126-40-20BCL,10,6.5365
22209BC060016L,10,3.9015
L22209-60-16BCL,10,3.9015
22220TK050020X,1,12.359
22220TK050022X,1,12.92
22271TK050024X,2,7.3015
L22271-50-24TKX,2,7.3015
22252BC060014L,10,3.2215
