part_number,quantity,guide_price
EN2495-15AM,1,45.3305
84402-015,1,45.3305
84402015,1,45.3305
ASNA0033H022,10,2.159
55220H014-022,10,2.159
EN2139-03005,5,0.5185
MBBN3331AJ16,1,17.8075
FSUMJ-1601PD,1,17.8075
MBBN3331AJ12,1,17.765
FSUMJ-1201PD,1,17.765
MBBN3331AJ10,1,17.6205
FSUMJ-1001PD,1,17.6205
23111CA050,20,0.3995
L23111-50CA,20,0.3995
3029-194,20,0.3995
EN2997S60803BN,1,88.4595
EN2997S60803B6,1,93.4065
8533-3KS0803S6L,1,93.4065
EN2997S61005BN,1,96.0925
EN2997S61006BN,1,99.1865
EN3155-018M2018,100,0.833
6490B0020,100,0.833
DHS716-921-20,100,0.833
NSA938151PA2000,100,0.833
EN3155018M2018,100,0.833
0641-10-2059B,100,0.833
6490B00-20,100,0.833
EN3155-019F1616,100,1.2665
6492B00.16,100,1.2665
6492B0016,100,1.2665
NSA938152SA1600,100,1.2665
M39029/5-116,100,1.2665
EN3155019F1616,100,1.2665
0603-33-1659B,100,1.2665
NSA937916-16,1,103.5725
DHS713-143-11,1,103.5725
DHS713-143.11,1,103.5725
937916-16,1,103.5725
NSA93791616,1,103.5725
208300,1,103.5725
20001,1,19.312
20 001,1,19.312
39081,1,76.9335
33844,1,45.968
EN2495-7A5M,1,29.631
84402-007,1,29.631
MBBN3331AJ08,1,16.9915
MBBN3331AJ22,1,19.057
FSUMJ-2201PD,1,19.057
EN3155-016M1616,100,0.884
DHS713-181-03,100,0.884
DHS713-181.03,100,0.884
937910EA1600,100,0.884
NSA937910EA1600,100,0.884
EN3155016M1616,100,0.884
00-1104-300-02,100,0.884
NSA936507TG1005,10,5.066
DHS711-717-50,10,5.066
133019-2,10,5.066
E0080-01-12C,1,54.553
6150RDS12,1,54.553
E0080-01-14C,1,21.913
6150RDS14,1,21.913
8522-30-14B,1,21.913
EN2997S02255BN,1,113.39
EN2997S61212AN,1,121.7285
NSA937901M22-02,1,33.6685
DHS713-111.20,1,33.6685
937901M2202,1,33.6685
NSA937901M2202,1,33.6685
111510202,1,33.6685
208-1B02,1,33.6685
001115 102 02,1,33.6685
00115 102 02,1,33.6685
NSA937901M22-04,1,40.987
937901M2204,1,40.987
NSA937901M2204,1,40.987
111510402,1,40.987
E0617B13N,1,67.2435
M85049/38-13N,1,67.2435
M85049-38S13N,1,67.2435
EN3155-018M2020,20,0.8415
M39029-4-20-20,20,0.8415
M39029/4-110,20,0.8415
8526-1348,20,0.8415
EN3155018M2020,20,0.8415
EN3155-018M1616,10,1.4195
6490B0016,10,1.4195
EN3155018M1616,10,1.4195
NSA938151PA1600,10,1.4195
M39029/4-111,10,1.4195
EN3155-008M1616,100,0.9095
M39029/58-364,100,0.9095
EN3155008M1616,100,0.9095
E0547FZ1600,100,0.9095
EN3155-008M1212,100,1.2835
EN3155008M1212,100,1.2835
M39029/58-365,100,1.2835
E0547FZ1200,100,1.2835
VG95343T18B001A,1,6.6555
202K121-25-225,1,6.6555
202K121-25/225,1,6.6555
202K121-25/225-0,1,6.6555
VG95343T18B003A,10,8.415
202K132-25-225,10,8.415
202K132-25/225,10,8.415
VG95343T18B004A,1,10.081
202K142-25-225,1,10.081
202K142-25/225,1,10.081
EN3155-016M2222,100,0.7395
DHS713-181.05,100,0.7395
937910EA2200,100,0.7395
NSA937910EA2200,100,0.7395
EN3155016M2222,100,0.7395
EN3155-008M2222,20,0.714
M39029/58-360,20,0.714
EN3155008M2222,20,0.714
ASN-A3102-8762,20,0.714
E0547FZ2200,20,0.714
VG95343T18D002A,1,9.452
222K132-25-225,1,9.452
222K132-25/225,1,9.452
222K132-25/225-0,1,9.452
NSA936501TA1403,10,2.0995
936501-TA1403,10,2.0995
936501TA1403,10,2.0995
153112,10,2.0995
E0737B0816,100,0.6715
DHS711-893-20,100,0.6715
DHS711-893.20,100,0.6715
TC-CAPS-4001-9-CS-,100,0.6715
EN3155-003F2222,10,0.714
EN3155003F2222,10,0.714
M39029-57-354,10,0.714
M39029/57-354,10,0.714
001704-100-02,10,0.714
NSA937901S1,5,3.4425
001102-002-60,5,3.4425
1102-1,5,3.4425
E0605DFC,1,115.175
133292-1,1,115.175
AS3209-113,10,4.3095
M8348/1-113,10,4.3095
MS9388-113,10,4.3095
EN3545-007SCD,1,4.964
EN3545SCD,1,4.964
E0393D01,1,4.964
EN3545E01FX,1,32.572
EN3545E01FXA00C,1,32.572
EN3545E01FXB00C,1,32.572
001925-210-00,1,32.572
EN3545E03FX,1,70.669
EN3545E03FXA00C,1,70.669
EN3545E03MX,1,33.881
EN3545E03MXA00C,1,33.881
EN3545E03MXB00C,1,33.881
EN3155-015F2018,100,0.765
EN3155015F2018,100,0.765
EN3155-015,100,0.765
E0396DV2001,100,0.765
EN3155-008M1614,20,0.884
001714-302-02,20,0.884
EN3155008M1614,20,0.884
ASN-A3102-8733,20,0.884
EN3155-003F1614,20,0.9095
EN3155003F1614,20,0.9095
001704-302-02,20,0.9095
EN2495-20AM,1,44.9905
84402-020,1,44.9905
ASNA0077A403,20,1.003
CR3212-4-3,20,1.003
ASNA0077E404,10,2.38
MBBN3013M3204,10,2.38
CR3522-4-4,10,2.38
ASNA0077C404,10,2.38
ASNA0078A502,10,2.686
CR3213-5-2,10,2.686
CR3213-5-02,10,2.686
A0019-0961M,1,107.27
A3917-200,1,107.27
ASNA3917-200,1,107.27
ASNA0019-0961M,1,107.27
CP3514,50,1.547
C110,100,0.612
DHS139-4CPVNOIR,1,13.039
11401,1,13.039
DHS613-595.05,20,1.462
DHS613-595-05,20,1.462
R13310,20,1.462
DHS812-653.00,1,27.8035
DHS812-653-00,1,27.8035
DK4-8-11-1-5,100,0.153
E0043-3C0,20,1.241
T120RA3WNOIR,20,1.241
E0606-01,100,0.544
E0607-01,10,1.8955
DHS515-101-50,10,1.8955
JET27-32V,2,15.691
27-32V,2,15.691
L22811-1,10,7.004
22811-1,10,7.004
9200001,10,7.004
MS51957-32B,10,1.8615
MS9685-08,1,13.039
9685-08,1,13.039
Q4681,1,255.527
3020865,1,255.527
SY20306,1,255.527
R13316-Z12,10,3.366
SL210M5-1,10,3.162
1-480351-0,5,0.238
120VC01,1,82.3565
141010-1,100,0.2805
163082-1,100,0.561
163084-1,100,0.663
ASN-A3102-8803,100,0.663
163557-4,100,0.799
163558-4,100,0.799
"2,5PA108",10,2.9155
2-5PA108,10,2.9155
25PA108,10,2.9155
21215DC3205J,100,0.068
L21215-32-5DCJ,100,0.068
21215DC3206J,100,0.221
L21215-32-6DCJ,100,0.221
21215DC3208J,100,0.2295
L21215-32-8DCJ,100,0.2295
21215DC3209J,50,0.2465
L21215-32-9DCJ,50,0.2465
21215DC3210J,100,0.2635
L21215-32-10DCJ,100,0.2635
21215DC3211J,100,0.272
L21215-32-11DCJ,100,0.272
21215DC4010J,100,0.2975
L21215-40-10DCJ,100,0.2975
21215DC3240J,100,0.5355
21215DC4011J,100,0.3145
L21215-40-11DCJ,100,0.3145
21215DC4012J,100,0.3145
L21215-40-12DCJ,100,0.3145
21217DC2405J,200,0.1445
L21217-24-5DCJ,200,0.1445
21217DC2406J,100,0.153
21217DC024006J,100,0.153
L21217-24-6DCJ,100,0.153
21217DC2407J,100,0.1785
L21217-24-7DCJ,100,0.1785
21217DC2408J,100,0.1785
21217DC24-08J,100,0.1785
L21217-24-8DCJ,100,0.1785
21217DC3205J,100,0.1275
L21217-32-5DCJ,100,0.1275
21217DC3206J,100,0.1785
L21217-32-6DCJ,100,0.1785
21217DC3208J,100,0.1955
L21217-32-8DCJ,100,0.1955
21217DC3209J,100,0.204
21217DC3210J,100,0.2125
L21217-32-10DCJ,100,0.2125
21217DC3228J,100,0.391
21217DC4011J,100,0.1445
22125BC040012L,50,1.9295
L22125-40-12BCL,50,1.9295
22125BC040008L,20,1.955
L22125-40-8BCL,20,1.955
22125BC040016L,10,5.3975
L22125-40-16BCL,10,5.3975
22125BC050010L,10,2.448
22125BC050012L,10,2.7285
9801051214,10,2.7285
22125BC050014L,20,2.7965
22125BC050018L,50,2.295
22125BC050020L,10,5.4315
22125BC050022L,10,5.5165
22125BC050024L,10,5.899
22125BC050036L,10,6.4345
9801053614,10,6.4345
22125BC050038L,20,5.916
22125BC050040L,20,5.984
9801054014,20,5.984
22125BC060010L,10,3.06
22125BC060012L,10,3.1875
22125BC060016L,10,3.8335
22125BC060018L,10,3.6805
22125BC060042L,10,4.9895
22125BC060052L,10,6.1625
22126BC050012L,10,2.8305
9802051214,10,2.8305
22126BC060036L,10,9.4605
22126BE060016L,10,4.59
22129BC080098L,1,28.6875
22201BC050003L,10,5.389
L22201-50-3BCL,10,5.389
22201BC050004L,20,4.8535
L22201-50-4BCL,20,4.8535
22201BC050005L,10,5.423
L22201-50-5BCL,10,5.423
22201BC050006L,10,5.491
L22201-50-6BCL,10,5.491
22201BC050010L,10,5.661
L22201-50-10BCL,10,5.661
22201BC050016L,10,5.95
L22201-50-16BCL,10,5.95
22201BC050020L,10,6.018
L22201-50-20BCL,10,6.018
22201BC060006L,10,5.746
L22201-60-6BCL,10,5.746
22201BC060007L,5,7.1315
L22201-60-7BCL,5,7.1315
22201BC060010L,10,6.086
L22201-60-10BCL,10,6.086
22201BC060018L,10,6.3665
L22201-60-18BCL,10,6.3665
22201BC060022L,10,6.7915
22201BC120102L,1,22.814
L22201-120-102BCL,1,22.814
22201BE050003L,10,5.3125
22201BE060010L,10,5.899
22201BE060012L,10,6.205
L22201-60-12BEL,10,6.205
22201BE080020L,10,7.565
22201BE080022L,10,6.0945
22201BE080024L,10,7.82
22208BC030010L,10,1.8955
L22208-30-10BCL,10,1.8955
22208BC030012L,10,0.7905
22208BC040008L,10,2.057
22208BC040010L,10,1.377
2220BC040010L,10,1.377
L22208-40-10BCL,10,1.377
22208BC040014L,20,2.346
L22208-40-14BCL,20,2.346
22208BC040018L,10,2.618
22208BC040012L,50,1.4705
L22208-40-12BCL,50,1.4705
22208BC040020L,10,0.9775
L22208-40-20BCL,10,0.9775
22208BC050008L,10,0.8415
L22208-50-8BCL,10,0.8415
22208BC050010L,20,2.142
L22208-50-10BCL,20,2.142
22208BC050014L,50,1.836
22140BC050014L,50,1.836
L22208-50-14BCL,50,1.836
22208BC050018L,10,2.8815
L22208-50-18BCL,10,2.8815
22208BC050016L,50,2.04
L22208-50-16BCL,50,2.04
22208BC050020L,50,2.1675
L22208-50-20BCL,50,2.1675
22208BC050024L,20,3.0855
22208BC050026L,20,3.1875
L22208-50-26BCL,20,3.1875
22208BC050028L,20,3.315
22208BC050030L,10,3.723
L22208-50-30BCL,10,3.723
22208BC060012L,20,2.669
L22208-60-12BCL,20,2.669
22208BC060010L,10,2.6775
951176,10,2.6775
L22208-60-10BCL,10,2.6775
22208BC060016L,20,3.0005
L22208-60-16BCL,20,3.0005
22208BC060018L,20,3.162
L22208-60-18BCL,20,3.162
22208BC060020L,10,3.5445
L22208-60-20BCL,10,3.5445
22208BC080016L,10,4.386
L22208-80-16BCL,10,4.386
22208BC080024L,10,1.9975
22208BC080058L,10,9.3925
22209BC050008L,20,2.1505
L22209-50-8BCL,20,2.1505
22209BC050010L,10,2.788
L22209-50-10BCL,10,2.788
22209BC050012L,20,2.788
L22209-50-12BCL,20,2.788
22209BC050014L,10,3.1365
L22209-50-14BCL,10,3.1365
22209BC060012L,10,3.468
L22209-60-12BCL,10,3.468
22209BC060010L,10,3.1875
L22209-60-10BCL,10,3.1875
22209BC060018L,10,4.046
L22209-60-18BCL,10,4.046
22220BC040012L,10,5.0575
L22220-40-12BCL,10,5.0575
1606-122,10,5.0575
22251BC040016L,20,2.3545
L22251-40-16BCL,20,2.3545
22251BC040026L,10,3.4595
L22251-40-26BCL,10,3.4595
22251BC060052L,10,5.7715
22252BC050004L,10,2.9835
L22252-50-4BCL,10,2.9835
22252BC050005L,10,3.009
L22252-50-5BCL,10,3.009
22252BC050006L,10,3.0855
22252BC050010L,10,3.5275
22258BC050010L,10,3.5275
L22252-50-10BCL,10,3.5275
22252BC050013L,10,3.5785
L22252-50-13BCL,10,3.5785
22252BC050014L,10,3.944
L22252-50-14BCL,10,3.944
22252BC050016L,10,4.1055
L22252-50-16BCL,10,4.1055
22256BC030010L,50,1.751
L22256-30-10BCL,50,1.751
22256BC030012L,50,0.612
L22256-30-12BCL,50,0.612
22256BC040008L,10,2.0315
9840040814,10,2.0315
L22256-40-8BCL,10,2.0315
22256BC040010L,20,2.2355
L22256-40-10BCL,20,2.2355
22256BC040012L,20,2.346
9840041214,20,2.346
L22256-40-12BCL,20,2.346
22256BC040014L,50,1.5725
L22256-40-14BCL,50,1.5725
22256BC040016L,10,2.737
L22256-40-16BCL,10,2.737
22256BC040018L,10,3.1025
L22256-40-18BCL,10,3.1025
22256BC040020L,10,3.2725
L22256-40-20BCL,10,3.2725
22256BC050012L,10,3.0175
9840051214,10,3.0175
L22256-50-12BCL,10,3.0175
22256BC050008L,20,2.7115
L22256-50-8BCL,20,2.7115
22256BC050014L,20,3.009
L22256-50-14BCL,20,3.009
22256BC050016L,50,3.23
L22256-50-16BCL,50,3.23
22256BC050020L,50,3.5955
L22256-50-20BCL,50,3.5955
22256BC060014L,10,3.383
L22256-60-14BCL,10,3.383
22256TK050012X,10,6.035
22271BC030010L,10,1.5045
L22271-30-10BCL,10,1.5045
22271BC030012L,10,1.598
L22271-30-12BCL,10,1.598
22271BC040012L,10,1.7425
L22271-40-12BCL,10,1.7425
22271BC040014L,20,1.53
L22271-40-14BCL,20,1.53
22271BC040016L,20,1.581
L22271-40-16BCL,20,1.581
22271BC040030L,10,2.686
L22271-40-30BCL,10,2.686
22271BC040036L,10,3.0515
22271BC050016L,10,2.3545
L22271-50-16BCL,10,2.3545
22271BC050014L,20,1.7595
L22271-50-14BCL,20,1.7595
22271BC050020L,10,2.618
L22271-50-20BCL,10,2.618
22271BC050026L,10,2.958
L22271-50-26BCL,10,2.958
22271CE040012,10,1.853
22272BC030008L,20,2.9155
L22272-30-8BCL,20,2.9155
22272BC030010L,10,1.513
L22272-30-10BCL,10,1.513
22272BC030012L,20,1.411
L22272-30-12BCL,20,1.411
22272BC030014L,10,1.581
L22272-30-14BCL,10,1.581
22272BC040006L,10,1.513
L22272-40-6BCL,10,1.513
22272BC040008L,20,1.2155
L22272-40-8BCL,20,1.2155
22272BC040012L,10,1.785
L22272-40-12BCL,10,1.785
22272BC040010L,20,1.7
L22272-40-10BCL,20,1.7
22272BC040014L,20,1.513
L22272-40-14BCL,20,1.513
22272BC040016L,10,1.955
L22272-40-16BCL,10,1.955
22272BC040018L,10,2.0655
L22272-40-18BCL,10,2.0655
22272BC050008L,20,1.479
L22272-50-8BCL,20,1.479
22272BC050010L,10,1.9295
L22272-50-10BCL,10,1.9295
22272BC050012L,20,1.581
L22272-50-12BCL,20,1.581
22272BC050014L,20,1.7595
L22272-50-14BCL,20,1.7595
22272BC050016L,10,2.312
L22272-50-16BCL,10,2.312
22272BC050018L,20,2.4055
L22272-50-18BCL,20,2.4055
22272BC050022L,10,2.669
22272BC050026L,10,2.8985
22272BC050028L,10,2.8645
22273CE030010,10,1.547
22273CE040010,10,1.7595
22273CE040008,50,1.275
22273CE040016,50,2.55
22273CE040020,20,2.8475
22294AG020012U,10,8.3045
22431BC020L,20,0.8925
L22431-20BCL,20,0.8925
22431BC040L,20,1.0285
L22431-40BCL,20,1.0285
22431BC050L,100,0.85
L22431-50BCL,100,0.85
22435BC050L,20,1.122
L22435-50BCL,20,1.122
22435BC080L,10,2.04
L22435-80BCL,10,2.04
22437BC140L,10,17.578
L22437-140BCL,10,17.578
22453BC060L,20,3.7825
L22453-60BCL,20,3.7825
22453BC080L,10,5.797
L22453-80BCL,10,5.797
22461BC100L,1,15.6485
L22461-100BCL,1,15.6485
22462BC100L,10,10.659
L22462-100BCL,10,10.659
22719BC040010L,10,9.367
L22719-40-10BCL,10,9.367
22731BC050012M,10,9.741
L22731-50-12BCM,10,9.741
22731BC060017M,10,8.143
L22731-60-17BCM,10,8.143
22731BC060018M,10,8.2025
L22731-60-18BCM,10,8.2025
22731BC060019M,10,8.568
L22731-60-19BCM,10,8.568
22731BC060020M,10,8.517
L22731-60-20BCM,10,8.517
22731BC060032M,10,14.059
L22731-60-32BCM,10,14.059
22731BC060037M,1,14.9345
L22731-60-37BCM,1,14.9345
23111AG030LE,100,0.204
L23111-30AGL,100,0.204
23111AG040LE,100,0.2125
L23111-40AGL,100,0.2125
3025-192,100,0.2125
23111AG060LE,50,0.493
L23111-60AGL,50,0.493
23111AG100LE,50,1.513
23111CA030,100,0.221
L23111-30CA,100,0.221
23111CA040,100,0.238
L23111-40CA,100,0.238
23111CA060,10,1.224
L23111-60CA,10,1.224
23112AG040LE,100,0.2295
L23112-40AGL,100,0.2295
23112AG050LE,100,0.2465
L23112-50AGLE,100,0.2465
23112AG060LE,100,0.357
L23112-60AGL,100,0.357
23112AG080LE,100,0.6375
L23112-80AGL,100,0.6375
23112AG100LE,100,1.122
L23112-100AGL,100,1.122
23112AG120LE,10,6.0265
23112CA050,10,0.51
L23112-50CA,10,0.51
23112CA060,10,1.2325
L23112-60CA,10,1.2325
23112CA080,20,2.244
L23112-80CA,20,2.244
3036-294,20,2.244
23112CA100,10,1.3345
L23112-100CA,10,1.3345
23116AG040LE,100,0.425
L23116-40AGL,100,0.425
23116AG060LE,50,1.0285
L23116-60AGL,50,1.0285
23116AG080LE,100,1.207
L23116-80AGL,100,1.207
L8U,100,1.207
23116AG100LE,20,6.8
L23116-100AGL,20,6.8
23116CA050,20,2.0825
23116CA050PA,20,2.0825
L23116-50CA,20,2.0825
23117AG025LE,100,0.204
L23117-25AGL,100,0.204
23118AG060LE,100,0.544
L23118-60AGL,100,0.544
23119AG040LE,20,1.275
23229AG040A,20,1.275
L23119-40AGL,20,1.275
23119AG050LE,10,1.6405
L23119-050AGL,10,1.6405
23119AG080LE,20,3.366
L23119-80AGL,20,3.366
23119AG100LE,10,6.0775
L23119-100AGLE,10,6.0775
23121BC080LE,10,3.1025
L23121-80BCL,10,3.1025
23134AG060LE,5,0.561
L23134-60AGL,5,0.561
23134AG080LE,100,0.51
L23134-80AGL,100,0.51
23134AG100LE,100,0.9605
L23134-100AGL,100,0.9605
23134CA070,10,1.3005
23134CA080,10,1.6235
23201AM0050T,100,2.5755
L23201-5AMT,100,2.5755
23201AM0060T,25,2.7965
L23201-6AMT,25,2.7965
23201AM0100T,20,3.4
23201AM100T,20,3.4
L23201-10AMT,20,3.4
81-0100-09,20,3.4
23310CA010015,100,0.085
23310CA015012,100,0.0935
3017632,100,0.0935
23310CA015015,100,0.102
L23310-15-15CA,100,0.102
23310CA015025,100,0.1105
23310CA015020,100,0.119
23340AK1020LE,5,11.2795
23340CD1020,2,4.5135
23340CD1530,5,6.5705
NFL23340CD1530,5,6.5705
23350AC040LE,20,1.292
L23350-40ACL,20,1.292
23350AC060LE,20,1.4705
L23350-60ACL,20,1.4705
23350AC080LE,20,1.6575
23350AC080L,20,1.6575
23350AC080LE*,20,1.6575
L23350-80ACL,20,1.6575
23350CA050,20,1.3175
L23350-50CA,20,1.3175
23351AC060LE,20,3.111
L23351-60ACL,20,3.111
25905,1,14.858
31619,2,16.932
A1235803,2,16.932
MRNZ03.0,10,2.533
3N-48,10,2.533
3N,10,2.533
TYPE 3 N,10,2.533
TYPE3N,10,2.533
52138,200,0.2465
ASN52345CM060E,5,9.6305
6DHE7-10CM,5,9.6305
52345CM060E,5,9.6305
52348-50-1,5,13.9825
5SE1098-1,5,13.9825
52350CBD030N,10,1.3175
3SR1009M,10,1.3175
52350CBD040N,10,1.7765
4SR1009M,10,1.7765
52350CBD080N,10,4.0715
52350BD080N,10,4.0715
8SR1009M,10,4.0715
52350CBD050N,5,5.0235
52350BD050N,5,5.0235
5SR1009M,5,5.0235
52351CBD060N,10,2.3715
52351BD060N,10,2.3715
6SMR1209M,10,2.3715
52351CBD050N,10,1.989
52351BD050N,10,1.989
5SMR1209M,10,1.989
52351CBD040N,10,1.309
4SMR1209M,10,1.309
52351BD040N,10,1.309
52352CBD060N,10,2.5415
6SR2009M,10,2.5415
52352CBD050N,10,1.7765
52352BD050N,10,1.7765
5SR2009M,10,1.7765
52352CBD080N,1,15.2405
8SR2009M,1,15.2405
52353CBD040N,10,1.3515
52353BD040N,10,1.3515
4SMR2209M,10,1.3515
52353CBD050N,50,1.1985
52353BD050N,50,1.1985
5SMR2209M,50,1.1985
52355CBD040N,10,1.632
52355BD040N,10,1.632
4SMR3209M,10,1.632
52358CBD040N,10,2.805
52358BD040N,10,2.805
4SF5009M,10,2.805
52358CBD050N,10,3.026
52358CBD060N,10,4.131
52358BD060N,10,4.131
6SF5009M,10,4.131
52358CBD080N,2,16.5155
